2023-12-19 19:12:220 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 19:12:903 INFO  ManageBrowser :132 - Clicking on Save button : [[ChromeDriver: chrome on windows (209e5dbcef758372432503bf87306387)] -> xpath: //button[normalize-space()='Save']]
2023-12-19 19:12:915 INFO  ManageBrowser :141 - Getting User Added Successfully message : Proxy element for: DefaultElementLocator 'By.xpath: //p[@class='oxd-text oxd-text--p oxd-text--toast-message oxd-toast-content-text']'
2023-12-19 19:12:970 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 19:12:471 INFO  ManageBrowser :46 - Send Admin to username field : [[ChromeDriver: chrome on windows (38d21fd6653a85036fb488f51ff86df1)] -> xpath: //input[@placeholder='Username']]
2023-12-19 19:12:503 INFO  ManageBrowser :51 - Send admin123 to password field : [[ChromeDriver: chrome on windows (38d21fd6653a85036fb488f51ff86df1)] -> xpath: //input[@placeholder='Password']]
2023-12-19 19:12:534 INFO  ManageBrowser :56 - Clicking on Login button : [[ChromeDriver: chrome on windows (38d21fd6653a85036fb488f51ff86df1)] -> xpath: //button[normalize-space()='Login']]
2023-12-19 19:12:309 INFO  ManageBrowser :47 - Clicking on Admin link : [[ChromeDriver: chrome on windows (38d21fd6653a85036fb488f51ff86df1)] -> xpath: //li[1]//a[1]//span[1]]
2023-12-19 19:12:712 INFO  ManageBrowser :92 - Verifying System Users text : [[ChromeDriver: chrome on windows (38d21fd6653a85036fb488f51ff86df1)] -> xpath: //h5[normalize-space()='System Users']]
2023-12-19 19:12:765 INFO  ManageBrowser :98 - Enter Prime78 to User Name field : [[ChromeDriver: chrome on windows (38d21fd6653a85036fb488f51ff86df1)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2023-12-19 19:12:775 INFO  ManageBrowser :102 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (38d21fd6653a85036fb488f51ff86df1)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2023-12-19 19:12:802 INFO  ManageBrowser :107 - Clicking on Admin option in UserRole drop-down : [[ChromeDriver: chrome on windows (38d21fd6653a85036fb488f51ff86df1)] -> xpath: //span[contains(text(),'Admin')]]
2023-12-19 19:12:974 INFO  ManageBrowser :118 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (38d21fd6653a85036fb488f51ff86df1)] -> xpath: (//i)[13]]
2023-12-19 19:12:105 INFO  ManageBrowser :123 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (38d21fd6653a85036fb488f51ff86df1)] -> xpath: //span[normalize-space()='Disabled']]
2023-12-19 19:12:138 INFO  ManageBrowser :133 - Clicking on Search button : [[ChromeDriver: chrome on windows (38d21fd6653a85036fb488f51ff86df1)] -> xpath: //button[normalize-space()='Search']]
2023-12-19 19:12:223 INFO  ManageBrowser :142 - Getting UserName from record : [[ChromeDriver: chrome on windows (38d21fd6653a85036fb488f51ff86df1)] -> xpath: (//div[@data-v-6c07a142])[1]]
2023-12-19 19:12:156 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 19:12:830 INFO  ManageBrowser :46 - Send Admin to username field : [[ChromeDriver: chrome on windows (e530f159b8406b6d94944348c33ab179)] -> xpath: //input[@placeholder='Username']]
2023-12-19 19:12:869 INFO  ManageBrowser :51 - Send admin123 to password field : [[ChromeDriver: chrome on windows (e530f159b8406b6d94944348c33ab179)] -> xpath: //input[@placeholder='Password']]
2023-12-19 19:12:898 INFO  ManageBrowser :56 - Clicking on Login button : [[ChromeDriver: chrome on windows (e530f159b8406b6d94944348c33ab179)] -> xpath: //button[normalize-space()='Login']]
2023-12-19 19:12:512 INFO  ManageBrowser :47 - Clicking on Admin link : [[ChromeDriver: chrome on windows (e530f159b8406b6d94944348c33ab179)] -> xpath: //li[1]//a[1]//span[1]]
2023-12-19 19:12:34 INFO  ManageBrowser :92 - Verifying System Users text : [[ChromeDriver: chrome on windows (e530f159b8406b6d94944348c33ab179)] -> xpath: //h5[normalize-space()='System Users']]
2023-12-19 19:12:84 INFO  ManageBrowser :98 - Enter Prime78 to User Name field : [[ChromeDriver: chrome on windows (e530f159b8406b6d94944348c33ab179)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2023-12-19 19:12:95 INFO  ManageBrowser :102 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (e530f159b8406b6d94944348c33ab179)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2023-12-19 19:12:123 INFO  ManageBrowser :107 - Clicking on Admin option in UserRole drop-down : [[ChromeDriver: chrome on windows (e530f159b8406b6d94944348c33ab179)] -> xpath: //span[contains(text(),'Admin')]]
2023-12-19 19:12:285 INFO  ManageBrowser :118 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (e530f159b8406b6d94944348c33ab179)] -> xpath: (//i)[13]]
2023-12-19 19:12:456 INFO  ManageBrowser :123 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (e530f159b8406b6d94944348c33ab179)] -> xpath: //span[normalize-space()='Disabled']]
2023-12-19 19:12:491 INFO  ManageBrowser :133 - Clicking on Search button : [[ChromeDriver: chrome on windows (e530f159b8406b6d94944348c33ab179)] -> xpath: //button[normalize-space()='Search']]
2023-12-19 19:12:550 INFO  ManageBrowser :142 - Getting UserName from record : Proxy element for: DefaultElementLocator 'By.xpath: (//div[@data-v-6c07a142])[1]'
2023-12-19 19:12:586 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 19:12:301 INFO  ManageBrowser :46 - Send Admin to username field : [[ChromeDriver: chrome on windows (afe65eb00a4095329eee06ec64b815b2)] -> xpath: //input[@placeholder='Username']]
2023-12-19 19:12:342 INFO  ManageBrowser :51 - Send admin123 to password field : [[ChromeDriver: chrome on windows (afe65eb00a4095329eee06ec64b815b2)] -> xpath: //input[@placeholder='Password']]
2023-12-19 19:12:371 INFO  ManageBrowser :56 - Clicking on Login button : [[ChromeDriver: chrome on windows (afe65eb00a4095329eee06ec64b815b2)] -> xpath: //button[normalize-space()='Login']]
2023-12-19 19:12:35 INFO  ManageBrowser :47 - Clicking on Admin link : [[ChromeDriver: chrome on windows (afe65eb00a4095329eee06ec64b815b2)] -> xpath: //li[1]//a[1]//span[1]]
2023-12-19 19:12:431 INFO  ManageBrowser :92 - Verifying System Users text : [[ChromeDriver: chrome on windows (afe65eb00a4095329eee06ec64b815b2)] -> xpath: //h5[normalize-space()='System Users']]
2023-12-19 19:12:478 INFO  ManageBrowser :98 - Enter Admin to User Name field : [[ChromeDriver: chrome on windows (afe65eb00a4095329eee06ec64b815b2)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2023-12-19 19:12:488 INFO  ManageBrowser :102 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (afe65eb00a4095329eee06ec64b815b2)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2023-12-19 19:12:516 INFO  ManageBrowser :112 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (afe65eb00a4095329eee06ec64b815b2)] -> xpath: //span[contains(text(),'ESS')]]
2023-12-19 19:12:682 INFO  ManageBrowser :118 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (afe65eb00a4095329eee06ec64b815b2)] -> xpath: (//i)[13]]
2023-12-19 19:12:828 INFO  ManageBrowser :123 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (afe65eb00a4095329eee06ec64b815b2)] -> xpath: //span[normalize-space()='Disabled']]
2023-12-19 19:12:856 INFO  ManageBrowser :133 - Clicking on Search button : [[ChromeDriver: chrome on windows (afe65eb00a4095329eee06ec64b815b2)] -> xpath: //button[normalize-space()='Search']]
2023-12-19 19:12:905 INFO  ManageBrowser :167 - Getting OneRecord Found message : Proxy element for: DefaultElementLocator 'By.xpath: //span[normalize-space()='(1) Record Found']'
2023-12-19 19:12:362 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 19:12:669 INFO  ManageBrowser :46 - Send Admin to username field : [[ChromeDriver: chrome on windows (09738b90dcfcb805fb0c9d402daaceda)] -> xpath: //input[@placeholder='Username']]
2023-12-19 19:12:712 INFO  ManageBrowser :51 - Send admin123 to password field : [[ChromeDriver: chrome on windows (09738b90dcfcb805fb0c9d402daaceda)] -> xpath: //input[@placeholder='Password']]
2023-12-19 19:12:741 INFO  ManageBrowser :56 - Clicking on Login button : [[ChromeDriver: chrome on windows (09738b90dcfcb805fb0c9d402daaceda)] -> xpath: //button[normalize-space()='Login']]
2023-12-19 19:12:855 INFO  ManageBrowser :47 - Clicking on Admin link : [[ChromeDriver: chrome on windows (09738b90dcfcb805fb0c9d402daaceda)] -> xpath: //li[1]//a[1]//span[1]]
2023-12-19 19:12:285 INFO  ManageBrowser :92 - Verifying System Users text : [[ChromeDriver: chrome on windows (09738b90dcfcb805fb0c9d402daaceda)] -> xpath: //h5[normalize-space()='System Users']]
2023-12-19 19:12:340 INFO  ManageBrowser :98 - Enter Nina.Patel to User Name field : [[ChromeDriver: chrome on windows (09738b90dcfcb805fb0c9d402daaceda)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2023-12-19 19:12:349 INFO  ManageBrowser :102 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (09738b90dcfcb805fb0c9d402daaceda)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2023-12-19 19:12:379 INFO  ManageBrowser :112 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (09738b90dcfcb805fb0c9d402daaceda)] -> xpath: //span[contains(text(),'ESS')]]
2023-12-19 19:12:551 INFO  ManageBrowser :118 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (09738b90dcfcb805fb0c9d402daaceda)] -> xpath: (//i)[13]]
2023-12-19 19:12:692 INFO  ManageBrowser :123 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (09738b90dcfcb805fb0c9d402daaceda)] -> xpath: //span[normalize-space()='Disabled']]
2023-12-19 19:12:729 INFO  ManageBrowser :133 - Clicking on Search button : [[ChromeDriver: chrome on windows (09738b90dcfcb805fb0c9d402daaceda)] -> xpath: //button[normalize-space()='Search']]
2023-12-19 19:12:231 INFO  ManageBrowser :167 - Getting OneRecord Found message : Proxy element for: DefaultElementLocator 'By.xpath: //span[normalize-space()='(1) Record Found']'
